Patient,Town
patient_18295,town_47
patient_6291,town_47
patient_17443,town_47
patient_1870,town_47
patient_13979,town_47
patient_19488,town_48
patient_6227,town_48
patient_7289,town_48
patient_4486,town_48
patient_9930,town_48
patient_1116,town_48
patient_7916,town_48
patient_19040,town_48
patient_665,town_48
patient_15496,town_48
patient_2215,town_48
patient_11902,town_48
patient_11865,town_48
patient_22491,town_48
patient_16491,town_48
patient_15116,town_48
patient_6007,town_48
patient_14333,town_48
patient_10611,town_48
patient_1630,town_48
patient_1343,town_48
patient_17641,town_48
patient_5663,town_48
patient_931,town_48
patient_17675,town_48
patient_12037,town_48
patient_1921,town_48
patient_5721,town_48
patient_8241,town_48
patient_16628,town_48
patient_4818,town_48
patient_21638,town_48
patient_22333,town_48
patient_10030,town_48
patient_15099,town_48
patient_9512,town_48
patient_9618,town_48
patient_2029,town_48
patient_20967,town_48
patient_20794,town_48
patient_1418,town_48
patient_21839,town_48
patient_13220,town_48
patient_19671,town_48
patient_2378,town_48
patient_20213,town_48
patient_1161,town_48
patient_5824,town_48
patient_17816,town_48
patient_1151,town_48
patient_463,town_48
patient_5331,town_48
patient_1653,town_48
patient_20238,town_48
patient_9025,town_48
patient_1914,town_48
patient_896,town_48
patient_15055,town_48
patient_20509,town_48
patient_20556,town_48
patient_17525,town_48
patient_11655,town_48
patient_4241,town_48
patient_21785,town_48
patient_6019,town_48
patient_4266,town_48
patient_5019,town_48
patient_14216,town_48
patient_14502,town_48
patient_9291,town_48
patient_9009,town_48
patient_11162,town_48
patient_20985,town_48
patient_18869,town_48
patient_3931,town_48
patient_3445,town_48
patient_6406,town_48
patient_17239,town_48
patient_21601,town_48
patient_7141,town_48
patient_2859,town_48
patient_11143,town_48
patient_9808,town_48
patient_2698,town_48
patient_3419,town_48
patient_531,town_48
patient_17365,town_48
patient_22381,town_48
patient_12144,town_48
patient_20454,town_48
patient_17348,town_48
patient_17669,town_48
patient_15167,town_48
patient_15118,town_48
patient_6446,town_48
patient_18125,town_48
patient_12123,town_48
patient_13036,town_48
patient_16708,town_48
patient_8292,town_48
patient_8886,town_48
patient_14532,town_48
patient_12509,town_48
patient_3394,town_48
patient_3652,town_48
patient_16934,town_48
patient_3066,town_48
patient_14834,town_48
patient_21942,town_48
patient_807,town_48
patient_19436,town_48
patient_9623,town_48
patient_13266,town_48
patient_11970,town_48
patient_21281,town_48
patient_18233,town_48
patient_22346,town_48
patient_1221,town_48
patient_10096,town_48
patient_13840,town_48
patient_13172,town_48
patient_7236,town_48
patient_7692,town_48
patient_19829,town_48
patient_20221,town_48
patient_9169,town_48
patient_16261,town_48
patient_6716,town_48
patient_12914,town_48
patient_20705,town_48
patient_20147,town_48
patient_18553,town_48
patient_22061,town_48
patient_12340,town_48
patient_5894,town_48
patient_4812,town_48
patient_19848,town_48
patient_18317,town_48
patient_11599,town_48
patient_17895,town_48
patient_4322,town_48
patient_22111,town_48
patient_3115,town_48
patient_18822,town_48
patient_11542,town_48
patient_2596,town_48
patient_2782,town_48
patient_12940,town_48
patient_1772,town_48
patient_13802,town_48
patient_16889,town_48
patient_3295,town_48
patient_18143,town_48
patient_6134,town_48
patient_4779,town_48
patient_3004,town_48
patient_14670,town_48
patient_11242,town_48
patient_1039,town_48
patient_6124,town_48
patient_11917,town_48
patient_19734,town_48
patient_8025,town_48
patient_8358,town_48
patient_14796,town_48
patient_7636,town_48
patient_12989,town_48
patient_7911,town_48
patient_11237,town_48
patient_3515,town_48
patient_11424,town_48
patient_2956,town_48
patient_5146,town_48
patient_5471,town_48
patient_15440,town_48
patient_15486,town_48
patient_7644,town_48
patient_14926,town_48
patient_7998,town_48
patient_9793,town_48
patient_16250,town_48
patient_16454,town_48
patient_2925,town_48
patient_2030,town_48
patient_7476,town_48
patient_9802,town_48
patient_1422,town_48
patient_21532,town_48
patient_17411,town_48
patient_15660,town_48
patient_17305,town_48
patient_6369,town_48
patient_10746,town_48
patient_21303,town_48
patient_19093,town_48
patient_3477,town_48
patient_1423,town_48
patient_1390,town_48
patient_6800,town_48
patient_11718,town_48
patient_3681,town_48
patient_14776,town_48
patient_22253,town_48
patient_6985,town_48
patient_15230,town_48
patient_17906,town_48
patient_18420,town_48
patient_22316,town_48
patient_7635,town_48
patient_1751,town_48
patient_5145,town_48
patient_6140,town_48
patient_14349,town_48
patient_731,town_48
patient_10994,town_48
patient_19830,town_48
patient_8112,town_48
patient_21030,town_48
patient_11154,town_48
patient_15365,town_48
patient_7675,town_48
patient_16751,town_48
patient_12504,town_48
patient_21226,town_48
patient_19608,town_48
patient_15237,town_48
patient_1397,town_48
patient_3949,town_48
patient_9778,town_48
patient_20521,town_48
patient_452,town_48
patient_18411,town_48
patient_7772,town_48
patient_20186,town_48
patient_15611,town_48
patient_2338,town_48
patient_10195,town_48
patient_3908,town_48
patient_2089,town_48
patient_10423,town_48
patient_15293,town_48
patient_15578,town_48
patient_19584,town_48
patient_1296,town_48
patient_2734,town_48
patient_7760,town_48
patient_6678,town_48
patient_14690,town_48
patient_12507,town_48
patient_17073,town_48
patient_814,town_48
patient_6671,town_48
patient_1015,town_48
patient_19291,town_48
patient_5209,town_48
patient_18873,town_48
patient_22337,town_48
patient_21225,town_48
patient_7804,town_48
patient_12054,town_48
patient_17671,town_48
patient_3742,town_48
patient_5082,town_48
patient_14069,town_48
patient_10416,town_48
patient_20635,town_48
patient_21243,town_48
patient_11664,town_48
patient_5068,town_48
patient_21450,town_48
patient_10903,town_48
patient_5622,town_48
patient_21085,town_48
patient_3453,town_48
patient_20872,town_48
patient_2729,town_48
patient_17176,town_48
patient_19065,town_48
patient_879,town_48
patient_8253,town_48
patient_10858,town_48
patient_2349,town_48
patient_18257,town_48
patient_22273,town_48
patient_19853,town_48
patient_21233,town_48
patient_13784,town_48
patient_15760,town_48
patient_10566,town_48
patient_4820,town_48
patient_7855,town_48
patient_16644,town_48
patient_21761,town_48
patient_8605,town_48
patient_11412,town_48
patient_19967,town_48
patient_10357,town_48
patient_3170,town_48
patient_10365,town_48
patient_3218,town_48
patient_9775,town_48
patient_16746,town_48
patient_18402,town_48
patient_15745,town_48
patient_22619,town_48
patient_486,town_48
patient_16540,town_48
patient_5263,town_48
patient_5252,town_48
patient_749,town_48
patient_8545,town_48
patient_12032,town_48
patient_19148,town_48
patient_5982,town_48
patient_9374,town_48
patient_13835,town_48
patient_9614,town_48
patient_19579,town_49
patient_982,town_49
patient_1425,town_49
patient_7146,town_49
patient_20999,town_49
patient_17548,town_49
patient_13402,town_49
patient_14595,town_49
patient_22174,town_49
patient_4259,town_49
patient_17547,town_49
patient_16277,town_49
patient_19277,town_49
patient_5043,town_49
patient_7506,town_49
patient_8737,town_49
patient_3162,town_49
patient_21373,town_49
patient_10666,town_49
patient_15292,town_49
patient_5722,town_49
patient_16078,town_49
patient_11221,town_49
patient_18646,town_49
patient_22163,town_49
patient_20,town_49
patient_15381,town_49
patient_9909,town_49
patient_14968,town_49
patient_13105,town_49
patient_20218,town_49
patient_9665,town_49
patient_6953,town_49
patient_21937,town_49
patient_22155,town_49
patient_9542,town_49
patient_22666,town_49
patient_16593,town_49
patient_4966,town_49
patient_17601,town_49
patient_4213,town_49
patient_12519,town_49
patient_3127,town_49
patient_20869,town_49
patient_15262,town_49
patient_12682,town_49
patient_17404,town_49
patient_14192,town_49
patient_19067,town_49
patient_2911,town_49
patient_6039,town_49
patient_5628,town_49
patient_8033,town_49
patient_16894,town_49
patient_17051,town_49
patient_20216,town_49
patient_19433,town_49
patient_4870,town_49
patient_15411,town_49
patient_9587,town_49
patient_13908,town_49
patient_13275,town_49
patient_14292,town_49
patient_11885,town_49
patient_21118,town_49
patient_18883,town_49
patient_19236,town_49
patient_3553,town_49
patient_8940,town_49
patient_2819,town_49
patient_9953,town_49
patient_14583,town_49
patient_478,town_49
patient_10967,town_49
patient_2870,town_49
patient_20273,town_49
patient_1122,town_49
patient_9275,town_49
patient_13589,town_49
patient_17582,town_49
patient_6265,town_49
patient_21943,town_49
patient_3520,town_49
patient_501,town_49
patient_10262,town_49
patient_1211,town_49
patient_19737,town_49
patient_5286,town_49
patient_3039,town_49
patient_17985,town_49
patient_7375,town_49
patient_17801,town_49
patient_19111,town_49
patient_1530,town_49
patient_9251,town_49
patient_6827,town_49
patient_9693,town_49
patient_9125,town_49
patient_9680,town_49
patient_1053,town_49
patient_21248,town_49
patient_17723,town_49
patient_5818,town_49
patient_17933,town_49
patient_19162,town_49
patient_9551,town_49
patient_2978,town_49
patient_19431,town_49
patient_14377,town_49
patient_18319,town_49
patient_20528,town_49
patient_12467,town_49
patient_7427,town_49
patient_14916,town_49
patient_7142,town_49
patient_7601,town_49
patient_20120,town_49
patient_6045,town_49
patient_10826,town_49
patient_13931,town_49
patient_21044,town_49
patient_7863,town_49
patient_4618,town_49
patient_6267,town_49
patient_4018,town_49
patient_6542,town_49
patient_16314,town_49
patient_3103,town_49
patient_20178,town_49
patient_15394,town_49
patient_10355,town_49
patient_5413,town_49
patient_2154,town_49
patient_18455,town_49
patient_22590,town_49
patient_14111,town_49
patient_21416,town_49
patient_13615,town_49
patient_2245,town_49
patient_12318,town_49
patient_13283,town_49
patient_11229,town_49
patient_285,town_49
patient_1126,town_49
patient_20382,town_49
patient_8554,town_49
patient_1845,town_49
patient_21380,town_49
patient_1599,town_49
patient_19048,town_49
patient_3226,town_49
patient_10058,town_49
patient_16070,town_49
patient_22386,town_49
patient_15606,town_49
patient_18322,town_49
patient_16265,town_49
patient_21231,town_49
patient_5842,town_49
patient_8367,town_49
patient_16819,town_49
patient_4545,town_49
patient_6584,town_49
patient_21809,town_49
patient_13875,town_49
patient_1721,town_49
patient_21430,town_49
patient_13198,town_49
patient_1533,town_49
patient_8526,town_49
patient_11748,town_49
patient_6991,town_49
patient_19011,town_49
patient_19486,town_49
patient_22297,town_49
patient_863,town_49
patient_17543,town_49
patient_8775,town_49
patient_13142,town_49
patient_12155,town_49
patient_13932,town_49
patient_20079,town_49
patient_9280,town_49
patient_5103,town_49
patient_16608,town_49
patient_16767,town_49
patient_16301,town_49
patient_18275,town_49
patient_8390,town_49
patient_5306,town_49
patient_22683,town_49
patient_17931,town_49
patient_22085,town_49
patient_10296,town_49
patient_21832,town_49
patient_9562,town_49
patient_16149,town_49
patient_7879,town_49
patient_7672,town_49
patient_9983,town_49
patient_12802,town_49
patient_20327,town_49
patient_21232,town_49
patient_14506,town_49
patient_13230,town_49
patient_17375,town_49
patient_11081,town_49
patient_12868,town_49
patient_21774,town_49
patient_5532,town_49
patient_21575,town_49
patient_4406,town_49
patient_10521,town_49
patient_1120,town_49
patient_21148,town_49
patient_11497,town_49
patient_19416,town_49
patient_18540,town_49
patient_1487,town_49
patient_13587,town_49
patient_13803,town_49
patient_2490,town_49
patient_8058,town_49
patient_16996,town_49
patient_7741,town_49
patient_7854,town_49
patient_9713,town_49
patient_11660,town_49
patient_21740,town_49
patient_11621,town_49
patient_2092,town_49
patient_14827,town_49
patient_8497,town_49
patient_3822,town_49
patient_17038,town_49
patient_4924,town_49
patient_13203,town_49
patient_22130,town_49
patient_1945,town_49
patient_4231,town_49
patient_3267,town_49
patient_8882,town_49
patient_14925,town_49
patient_13547,town_49
patient_14957,town_49
patient_3492,town_49
patient_16110,town_49
patient_7334,town_49
patient_5101,town_49
patient_20198,town_49
patient_17233,town_49
patient_11956,town_49
patient_21879,town_49
patient_17979,town_49
patient_2955,town_49
patient_5261,town_49
patient_2113,town_49
patient_6793,town_49
patient_3555,town_49
patient_5877,town_49
patient_106,town_49
patient_3948,town_49
patient_18403,town_49
patient_3692,town_49
patient_13190,town_49
patient_14343,town_49
patient_8224,town_49
patient_9337,town_49
patient_12811,town_49
patient_5992,town_49
patient_948,town_49
patient_16039,town_49
patient_22517,town_49
patient_48,town_49
patient_617,town_49
patient_16774,town_49
patient_6696,town_49
patient_5664,town_49
patient_17002,town_49
patient_356,town_49
patient_10106,town_49
patient_18561,town_49
patient_16957,town_49
patient_20901,town_49
patient_9869,town_49
patient_9388,town_49
patient_7534,town_49
patient_15332,town_49
patient_11513,town_49
patient_14041,town_49
patient_44,town_49
patient_13606,town_49
patient_18712,town_49
patient_18874,town_49
patient_13819,town_49
patient_8695,town_49
patient_5408,town_49
patient_17114,town_49
patient_15346,town_49
patient_18407,town_49
patient_547,town_49
patient_976,town_49
patient_3301,town_49
patient_19613,town_49
patient_3701,town_49
patient_17110,town_49
patient_3965,town_49
patient_12174,town_49
patient_16706,town_49
patient_461,town_49
patient_8687,town_49
patient_10867,town_49
patient_3619,town_49
patient_16323,town_49
patient_81,town_49
patient_12679,town_49
patient_14636,town_49
patient_5505,town_49
patient_12332,town_49
patient_7924,town_49
patient_14425,town_49
patient_18676,town_49
patient_22529,town_49
patient_6175,town_49
patient_13494,town_49
patient_1830,town_49
patient_4529,town_49
patient_6530,town_49
patient_18113,town_49
patient_303,town_50
patient_12822,town_50
patient_19404,town_50
patient_18034,town_50
patient_706,town_50
patient_7868,town_50
patient_14110,town_50
patient_13354,town_50
patient_3326,town_50
patient_14845,town_50
patient_7995,town_50
patient_7232,town_50
patient_12996,town_50
patient_9262,town_50
patient_9986,town_50
patient_18725,town_50
patient_21065,town_50
patient_7200,town_50
patient_20895,town_50
patient_17730,town_50
patient_630,town_50
patient_2943,town_50
patient_5361,town_50
patient_12969,town_50
patient_1669,town_50
patient_12280,town_50
patient_2996,town_50
patient_4301,town_50
patient_18333,town_50
patient_6523,town_50
patient_4991,town_50
patient_1536,town_50
patient_8061,town_50
patient_5056,town_50
patient_15482,town_50
patient_769,town_50
patient_12564,town_50
